"Log_BG","Log_Freq_HAL","Ortho_N","Stimulus","Type","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Experimental_intro","correct_Introduction","correct_Practice_intro","correct_experimenter_kb","correct_response","count_End_Of_Experiment","count_End_Of_Practice","count_Experimental_Loop","count_Experimental_intro","count_Fixation","count_Introduction","count_Practice_Loop","count_Practice_intro","count_Stimulus","count_block_break_feedback","count_experimental_sequence","count_experimenter_kb","count_increment_trial_count","count_init_trial_count","count_logger","count_practice_sequence","count_right","count_task","count_wrong","datetime","description","disable_garbage_collection","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Experimental_Loop","live_row_Practice_Loop","logfile","mouse_backend","opensesame_codename","opensesame_version","osf_always_upload_data","osf_always_upload_experiment","osf_datanode_id","osf_id","repeat_cycle","response","response_End_Of_Experiment","response_Experimental_intro","response_Introduction","response_Practice_intro","response_block_break_feedback","response_experimenter_kb","response_time","response_time_End_Of_Experiment","response_time_Experimental_intro","response_time_Introduction","response_time_Practice_intro","response_time_block_break_feedback","response_time_experimenter_kb","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_End_Of_Experiment","time_End_Of_Practice","time_Experimental_Loop","time_Experimental_intro","time_Fixation","time_Introduction","time_Practice_Loop","time_Practice_intro","time_Stimulus","time_block_break_feedback","time_experimental_sequence","time_experimenter_kb","time_increment_trial_count","time_init_trial_count","time_logger","time_practice_sequence","time_right","time_task","time_wrong","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"3.120135028","0","3","vals","non-word","91.50943396226415","91.50943396226415","858.7358490566038","858.7358490566038","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","105","0","0","0","105","1","101","105","101","0","101","3","105","0","105","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","101","101","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","649","NA","2002","27712","6523","2803","649","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","264689","4024","38263","31739","265190","260027","264687","265190","264614","51856","265840","45838","264114","4013","254086","Lexical Decision Task","97","91026","106","yes","1024"
"2.767650507","0","6","yolt","non-word","91.58878504672897","91.58878504672897","864.2056074766355","864.2056074766355","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","106","0","0","0","106","1","102","106","102","0","102","3","106","0","106","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","102","102","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","1444","NA","2002","27712","6523","2803","1444","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","266435","4024","38263","31739","266936","260027","266433","266936","266350","51856","268381","45838","265850","4013","254086","Lexical Decision Task","98","92470","107","yes","1024"
"3.039414119","0","9","meep","non-word","91.66666666666667","91.66666666666667","863.9074074074074","863.9074074074074","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","107","0","0","0","107","1","103","107","103","0","103","3","107","0","107","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","103","103","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","832","NA","2002","27712","6523","2803","832","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","268964","4024","38263","31739","269465","260027","268962","269465","268896","51856","270298","45838","268396","4013","254086","Lexical Decision Task","99","93302","108","yes","1024"
"3.374198258","0","8","vist","non-word","90.8256880733945","90.8256880733945","862.8807339449542","862.8807339449542","black","no","legacy","legacy","legacy","0","uniform","0","undefined","undefined","undefined","0","f","0","0","0","0","108","0","0","0","108","1","104","108","104","0","104","3","108","0","108","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","104","104","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","752","NA","2002","27712","6523","2803","752","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","270877","4024","38263","31739","271382","260027","270875","271382","270803","51856","272136","45838","270303","4013","254086","Lexical Decision Task","99","94054","109","yes","1024"
"3.168400243","9.12","6","horn","word","90.9090909090909","90.9090909090909","860.6818181818181","860.6818181818181","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","109","0","0","0","109","1","105","109","105","0","105","3","109","0","109","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","105","105","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","621","NA","2002","27712","6523","2803","621","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","273712","4024","38263","31739","274215","260027","273711","274216","273639","51856","274838","45838","270303","4013","272139","Lexical Decision Task","100","94675","110","yes","1024"
"3.492014979","0","9","yine","non-word","90.990990990991","90.990990990991","858.7837837837837","858.7837837837837","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","110","0","0","0","110","1","106","110","106","0","106","3","110","0","110","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","106","106","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","650","NA","2002","27712","6523","2803","650","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","275423","4024","38263","31739","275924","260027","275421","275924","275347","51856","276575","45838","274847","4013","272139","Lexical Decision Task","101","95325","111","yes","1024"
"2.972819734","0","4","scew","non-word","91.07142857142857","91.07142857142857","866.2678571428571","866.2678571428571","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","111","0","0","0","111","1","107","111","107","0","107","3","111","0","111","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","107","107","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","1697","NA","2002","27712","6523","2803","1697","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","277156","4024","38263","31739","277661","260027","277154","277661","277079","51856","279359","45838","276579","4013","272139","Lexical Decision Task","102","97022","112","yes","1024"
"2.675164031","8.57","6","glue","word","91.15044247787611","91.15044247787611","863.4424778761062","863.4424778761062","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","112","0","0","0","112","1","108","112","108","0","108","3","112","0","112","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","108","108","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","547","NA","2002","27712","6523","2803","547","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","279937","4024","38263","31739","280438","260027","279935","280439","279863","51856","280987","45838","279363","4013","272139","Lexical Decision Task","103","97569","113","yes","1024"
"2.696644658","5.78","2","yolk","word","91.2280701754386","91.2280701754386","861.421052631579","861.421052631579","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","113","0","0","0","113","1","109","113","109","0","109","3","113","0","113","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","109","109","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","633","NA","2002","27712","6523","2803","633","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","281570","4024","38263","31739","282074","260027","281568","282074","281491","51856","282708","45838","280991","4013","272139","Lexical Decision Task","104","98202","114","yes","1024"
"2.873320602","0","4","lurg","non-word","90.43478260869566","90.43478260869566","862.4695652173913","862.4695652173913","black","no","legacy","legacy","legacy","0","uniform","0","undefined","undefined","undefined","0","f","0","0","0","0","114","0","0","0","114","1","110","114","110","0","110","3","114","0","114","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","110","110","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","982","NA","2002","27712","6523","2803","982","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","283295","4024","38263","31739","283798","260027","283293","283798","283212","51856","284782","45838","282712","4013","272139","Lexical Decision Task","104","99184","115","yes","1024"
"3.529815197","0","3","lerm","non-word","90.51724137931035","90.51724137931035","860.698275862069","860.698275862069","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","115","0","0","0","115","1","111","115","111","0","111","3","115","0","115","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","111","111","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","657","NA","2002","27712","6523","2803","657","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","286366","4024","38263","31739","286867","260027","286364","286867","286285","51856","287526","45838","282712","4013","284785","Lexical Decision Task","105","99841","116","yes","1024"
"3.397302518","7.01","2","knit","word","90.5982905982906","90.5982905982906","858.9401709401709","858.9401709401709","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","116","0","0","0","116","1","112","116","112","0","112","3","116","0","116","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","112","112","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","655","NA","2002","27712","6523","2803","655","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","288097","4024","38263","31739","288598","260027","288095","288598","288030","51856","289254","45838","287530","4013","284785","Lexical Decision Task","106","100496","117","yes","1024"
"3.274157849","0","8","leet","non-word","89.83050847457628","89.83050847457628","859.7372881355932","859.7372881355932","black","no","legacy","legacy","legacy","0","uniform","0","undefined","undefined","undefined","0","f","0","0","0","0","117","0","0","0","117","1","113","117","113","0","113","3","117","0","117","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","113","113","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","953","NA","2002","27712","6523","2803","953","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","289836","4024","38263","31739","290340","260027","289834","290340","289758","51856","291294","45838","289258","4013","284785","Lexical Decision Task","106","101449","118","yes","1024"
"2.843025032","0","9","pusk","non-word","89.91596638655462","89.91596638655462","859.4285714285714","859.4285714285714","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","118","0","0","0","118","1","114","118","114","0","114","3","118","0","118","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","114","114","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","823","NA","2002","27712","6523","2803","823","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","292874","4024","38263","31739","293378","260027","292873","293379","292805","51856","294203","45838","289258","4013","291305","Lexical Decision Task","107","102272","119","yes","1024"
"3.208172527","10.27","7","deck","word","90","90","858.9166666666666","858.9166666666666","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","119","0","0","0","119","1","115","119","115","0","115","3","119","0","119","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","115","115","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","798","NA","2002","27712","6523","2803","798","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","294783","4024","38263","31739","295287","260027","294781","295287","294707","51856","296086","45838","294207","4013","291305","Lexical Decision Task","108","103070","120","yes","1024"
"3.100255637","0","6","brax","non-word","90.08264462809917","90.08264462809917","856.6115702479339","856.6115702479339","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","120","0","0","0","120","1","116","120","116","0","116","3","120","0","120","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","116","116","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","580","NA","2002","27712","6523","2803","580","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","296664","4024","38263","31739","297169","260027","296662","297169","296597","51856","297750","45838","296097","4013","291305","Lexical Decision Task","109","103650","121","yes","1024"
"3.174641193","0","3","ramb","non-word","90.1639344262295","90.1639344262295","855.8032786885246","855.8032786885246","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","121","0","0","0","121","1","117","121","117","0","117","3","121","0","121","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","117","117","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","758","NA","2002","27712","6523","2803","758","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","298328","4024","38263","31739","298829","260027","298326","298829","298254","51856","299588","45838","297754","4013","291305","Lexical Decision Task","110","104408","122","yes","1024"
"2.953276337","6.32","4","thaw","word","90.2439024390244","90.2439024390244","854.5121951219512","854.5121951219512","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","122","0","0","0","122","1","118","122","118","0","118","3","122","0","122","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","118","118","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","697","NA","2002","27712","6523","2803","697","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","300179","4024","38263","31739","300682","260027","300177","300682","300098","51856","301381","45838","299597","4013","291305","Lexical Decision Task","111","105105","123","yes","1024"
"3.230789326","5.38","5","prim","word","89.51612903225806","89.51612903225806","852.8306451612904","852.8306451612904","black","no","legacy","legacy","legacy","0","uniform","0","undefined","undefined","undefined","0","j","0","0","0","0","123","0","0","0","123","1","119","123","119","0","119","3","123","0","123","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","119","119","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","646","NA","2002","27712","6523","2803","646","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","301951","4024","38263","31739","302456","260027","301949","302456","301884","51856","303104","45838","301384","4013","291305","Lexical Decision Task","111","105751","124","yes","1024"
"3.194328374","9.42","6","harm","word","89.6","89.6","849.56","849.56","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","124","0","0","0","124","1","120","124","120","0","120","3","124","0","124","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","120","120","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","444","NA","2002","27712","6523","2803","444","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","304691","4024","38263","31739","305194","260027","304689","305195","304615","51856","305640","45838","301384","4013","303115","Lexical Decision Task","112","106195","125","yes","1024"
"3.067070856","9.39","3","loud","word","89.68253968253968","89.68253968253968","848.531746031746","848.531746031746","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","125","0","0","0","125","1","121","125","121","0","121","3","125","0","125","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","121","121","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","720","NA","2002","27712","6523","2803","720","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","306225","4024","38263","31739","306727","260027","306223","306727","306144","51856","307449","45838","305644","4013","303115","Lexical Decision Task","113","106915","126","yes","1024"
"2.924968096","0","4","phim","non-word","89.76377952755905","89.76377952755905","846.8031496062993","846.8031496062993","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","126","0","0","0","126","1","122","126","122","0","122","3","126","0","126","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","122","122","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","629","NA","2002","27712","6523","2803","629","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","308020","4024","38263","31739","308524","260027","308018","308524","307952","51856","309154","45838","307452","4013","303115","Lexical Decision Task","114","107544","127","yes","1024"
"2.778633532","0","3","jurp","non-word","89.84375","89.84375","845.1015625","845.1015625","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","f","0","0","0","0","127","0","0","0","127","1","123","127","123","0","123","3","127","0","127","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","123","123","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","f","NA","space","space","space","space","f","629","NA","2002","27712","6523","2803","629","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","309726","4024","38263","31739","310229","260027","309724","310229","309658","51856","310859","45838","309158","4013","303115","Lexical Decision Task","115","108173","128","yes","1024"
"3.131833513","7.66","4","limb","word","89.92248062015504","89.92248062015504","843.6124031007752","843.6124031007752","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","128","0","0","0","128","1","124","128","124","0","124","3","128","0","128","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","124","124","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","653","NA","2002","27712","6523","2803","653","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","311431","4024","38263","31739","311932","260027","311429","311932","311363","51856","312587","45838","310863","4013","303115","Lexical Decision Task","116","108826","129","yes","1024"
"3.216517684","10.87","3","film","word","90","90","840.9846153846154","840.9846153846154","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","129","0","0","0","129","1","125","129","125","0","125","3","129","0","129","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","125","125","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","502","NA","2002","27712","6523","2803","502","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","313171","4024","38263","31739","313674","260027","313169","313674","313091","51856","314177","45838","312591","4013","303115","Lexical Decision Task","117","109328","130","yes","1024"
"2.907588697","8.91","9","mood","word","90.07633587786259","90.07633587786259","841.236641221374","841.236641221374","black","no","legacy","legacy","legacy","0","uniform","1","undefined","undefined","undefined","1","j","0","0","0","0","130","0","0","0","130","1","126","130","126","0","126","3","130","0","130","Thu Feb 18 13:59:43 2021","The main experiment item","yes","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/RMAS 2/Lexical_Decision_Task.osexp","no","Andale Mono","no","18","no","white","no","yes","576","legacy","126","126","3","C:/Users/username/Documents/Psych degree/SECOND YEAR/Semester 2/Cognition and language/assignment/subject-5065886.csv","legacy","Lentiform Loewenfeld","3.3.7","yes","yes","600bd7cfb6416f0113b04181","602110864497cf011d9c0822","0","j","NA","space","space","space","space","j","874","NA","2002","27712","6523","2803","874","2","legacy","1024","2","48000","-16","task","5065886","even","NA","47852","51856","49854","314756","4024","38263","31739","315261","260027","314754","315261","314681","51856","316136","45838","314181","4013","303115","Lexical Decision Task","118","110202","131","yes","1024"
